Various Artists,,,
,,,
,,,
AFI,Versions,File Type,
Drive - C,,,
,,,
,,,
[1995],,,
"10-13-1995 / San Francisco, CA / The Fillmore (unk) (neekrive)",AUD,FLAC,
,,,
[1999],,,
"11-27-1999 / Milwaukee, WI / Eagle's Ballroom (cps)",AUD,FLAC,
,,,
[2001],,,
"7-8-2001 / Brighton, CO / Adams Country Fairgrounds (CSBs) (sxpxdxcx)",AUD,FLAC,
,,,
[2006],,,
"4-28-2006 / Hollywood, CA / Henry Fonda Music Box Theatre (cusnuff)",AUD,FLAC,
,,,
[2007],,,
"3-7-2007 / Medford, OR / Medford Armory (faninor)",AUD,FLAC,
,,,
[2023],,,
"10-5-2023 / Sacramento, CA / Discovery Park - Aftershock Festival (Schoeps MK4s) (tj) ",AUD,FLAC 24,
,,,
[2024],,,
"9-4-2024 / Mountain View, CA / Shoreline Amphitheatre (Schoeps MK4) (loughney) ",AUD,FLAC 24,
"9-4-2024 / Mountain View, CA / Shoreline Amphitheatre (Schoeps MK4s) (tj) ",AUD,FLAC 24,
,,,
[2025],,,
"11-16-2025 / CDMX, Mexico / Corona Capital (Livestream)",WEB,MP4,
,,,
,,,
,,,
,,,
,,,
Ahmad Jamal,Versions,File Type,
Drive - D,,,
,,,
,,,
[1971],,,
"6-25-1971 / Paris, France / Studio 104 de la Maison de la Radio",FM,FLAC,
,,,
,,,
,,,
,,,
Al Green,Versions,File Type,
Drive - D,,,
,,,
,,,
[1974],,,
"10-4-1974 / Los Angeles, CA / The Midnight Special",SBD,FLAC,
,,,
[2002],,,
"12-4-2002 / Cleveland, OH / House of Blues",AUD,FLAC,
,,,
,,,
,,,
,,,
,,,
All American Rejects,Versions,File Type,
Drive - E,,,
,,,
,,,
[2025],,,
"5-14-2025 / Green Bay, WI / Phoenix Park (Shure MV88, Ambeo, Zoom H2) (unk) ",MIX,FLAC 24,
,,,
,,,
,,,
,,,
,,,
All Time Low,Versions,File Type,
Drive - B,,,
,,,
,,,
[2022],,,
"8-26-2022 / Reading, UK / Reading Festival Main Stage West (BBC Webcast Live Stream",WEB,MKV,
,,,
[2024],,,
"5-30-2024 / Inglewood, CA / Kia Forum (DPA 4081) (faninor) ",AUD,FLAC 24,
,,,
[2025],,,
"11-16-2025 / Orlando, FL / Tinker Field - Vans Warped '25 Festival ",PRO,MP4,
,,,
,,,
,,,
,,,
,,,
American Football,Versions,File Type,
Drive - D,,,
,,,
,,,
[2014],,,
"9-28-2014 / Champaign, IL / Pygmalion Festival - Highdive Outdoor Annex (SP-BMC-2) (rhinowing)",AUD,FLAC 24,
,,,
[2016],,,
"12-4-2016 / Champaign, IL / Foellinger Auditorium (SP-BMC-2) (rhinowing)",AUD,FLAC,
,,,
[2017],,,
"7-16-2017 / Chicago, IL / Pitchfork Music Festival (indykid)",Webcast,TS,
,,,
[2024],,,
"6-1-2024 / Barcelona, Spain / Primavera Sound (Twitch Webcast) (1080) ",Webcast,TS,
"10-11-2024 / Las Vegas, NV / Best Friends Forever Festival (Zoom H1n) (unk)",AUD,FLAC 24,
,,,
,,,
,,,
,,,
,,,
American Hi-fi,Versions,File Type,
Drive - C,,,
,,,
,,,
[2025],,,
"6-19-2025 / Los Angeles, CA / Echoplex (DPA 4081) (faninor)",AUD,FLAC 24,
,,,
,,,
,,,
,,,
,,,
Anberlin,Versions,File Type,
Drive - G,,,
,,,
,,,
[2025],,,
"11-15-2025 / Orlando, FL / Tinker Field - Vans Warped '25 Festival ",Webcast,MP4,
,,,
,,,
,,,
,,,
,,,
Angels & Airwaves,Versions,File Type,
Drive - B,,,
,,,
,,,
[2012],,,
"3-1-2012 / Melbourne, Australia / The Forum",AUD,FLAC,
,,,
[2019],,,
"9-20-2019 / Detroit, MI / The Fillmore",AUD,FLAC,
"12-7-2019 / Anaheim, CA / Honda Center - KROQ Absolut Almost Acoustic Christmas",Webcast,TS,
,,,
,,,
,,,
,,,
,,,
Angie Aparo,Versions,File Type,
Drive - C,,,
,,,
,,,
[2002],,,
"4-28-2002 / Ferndale, MI / The Magic Bag (CSBs) (tapersec1968)",AUD,FLAC,
,,,
[2003],,,
"11-14-2003 / Annapolis, MD / Ram's Head Onstage (DPA 4061) (scott pendleton)",AUD,FLAC,
"11-14-2003 / Annapolis, MD / Rams Head Tavern (SP-SPSM-4b) (chris webb)",AUD,FLAC,
,,,
[2004],,,
"4-15-2004 / Berwyn, IL / Fitzgeralds (michael wells)",SBD,FLAC,
"5-14-2004 / Baltimore, MD / The Funk Box (SP-SPSM-4b) (chris webb) ",AUD,FLAC,
"6-10-2004 / Greenville, SC / HandleBar (Gefell M300s) (andrew gresko) ",AUD,FLAC,
,,,
[2005],,,
"1-29-2005 / Chattanooga, TN / Rhythm & Brews (OKMIIR) (aa_rocks2005)",AUD,FLAC,
"3-31-2005 / Chattanooga, TN / Rhythm & Brews (AT831) (c.h.) ",AUD,FLAC,
,,,
[2006],,,
"8-19-2006 / Vienna, VA / Jammin' Java (miniDV) (unk)",AUD,FLAC,
,,,
[2018],,,
"6-2-2018 / Bethania, NC / Muddy Creek Music Hall (Tascam DR-40) (will foy)",AUD,FLAC,
,,,
,,,
,,,
,,,
,,,
Aretha Franklin,Versions,File Type,
Drive - B,,,
,,,
,,,
[1982],,,
"11-26-1982 / Montego Bay, Jamaica / Jamaica World Music Festival. - CASS(M)",SBD,FLAC,
,,,
,,,
,,,
,,,
,,,
Arlo Guthrie,Versions,File Type,
Drive - D,,,
,,,
,,,
[2017],,,
"7-29-2017 / Woonsocket, RI / Stadium Theater Performing Arts Center",AUD,FLAC,
,,,
[MISC],,,
Alice's Restaurant 1966-67,FM,FLAC,
Alice's Restaurant  (10 Versions),,FLAC,
,,,
,,,
,,,
,,,
,,,
Art Blakey and the Jazz Messengers,Versions,File Type,
Drive - D,,,
,,,
,,,
[1957],,,
"5-14-1957 / New York, NY / Atlantic Studios",SBD,FLAC,
"5-14,15-1957 / New York, NY / Atlantic Studios (with Thelonious Monk)",SBD,FLAC,
,,,
[1958],,,
"12-4-1958 / Zurich, Switzerland ? Live at Volkshaus",SBD,FLAC,
,,,
[1959],,,
"7-1-1959 / Newport, RI / Freebody Park",SBD,FLAC,
"11-23-1959 / Stockholm, Sweden / Unknown Venue",SBD,FLAC,
"11-28-1959 / Munich, Germany / Deutsches Museum",FM,FLAC,
"11-29-1959 / Munich, Germany / Deutsches Museum",FM,FLAC,
,,,
[1960],,,
"8-27-1960 / Philadelphia, PA / Quaker City Jazz Festival",FM,FLAC 24,
,,,
[1961],,,
"5-6-1961 / Manchester, UK / Free Trade Hall",FM,FLAC,
,,,
[1962],,,
"2-13-1962 / Stockholm, Sweden / Unknown Venue",FM,FLAC,
,,,
[1965],,,
"2-XX-1965 / Paris, France / Olympia (French TV) ",TV,DVD,
"3-7-1965 / London, UK / Cine-Tele Sound Studio",SBD,FLAC,
"6-11-1965 / New York, NY / Half Note - WABC Broadcast",FM,FLAC,
,,,
[1968],,,
"11-3-1968 / Vienna, Austria / Konzerthaus",FM,FLAC,
,,,
[1969],,,
"4-15-1969 / New Brunswick, NJ / Rutgers University",FM,FLAC,
,,,
[1972],,,
"8-18-1972 / Munich, Germany / Unknown Venue",SBD,FLAC,
,,,
[1977],,,
"4-23-1977 / La Rochelle, France / Festival du Jazz (jazzrita edit)",SBD,FLAC,
,,,
[1978],,,
"1-19-1978 / Philadelphia, PA / Bijou Cafe",SBD,FLAC,
,,,
[1981],,,
"7-11-1981 / Washington, D.C / Blues Alley",AUD,FLAC,
,,,
[1983],,,
"2-25-1983 / New York, NY / Blue Note (1st Set) (Nak 300s) (tapetyrant) ",AUD,FLAC,
"3-1-1983 / Perugia, Italy / Panino Jazz Club",AUD,FLAC,
"7-26-1983 / Bremen, Germany / Schauburg",FM,FLAC,
,,,
[1984],,,
"3-23-1984 / Burghausen, Germany / Internationale Jazzwoche 1984",TV,FLAC,
,,,
[1986],,,
"10-2-1986 / Philadelphia, PA / Chestnut Cabaret (billydee)",SBD,FLAC,
,,,
,,,
,,,
,,,
,,,
Avril Lavigne,Versions,File Type,
Drive - G,,,
,,,
,,,
[2003],,,
"3-6-2003 / Stockholm, Sweden / Globen Annex - MD(x) (unk) ",AUD,FLAC,
"4-11-2003 / Montreal, QC / Centre Bell (SP-CMC-8s) (unk)",AUD,FLAC,
"5-5-2003 / San Antonio, TX / Freeman Coliseum (AT853s) (unk) ",AUD,FLAC,
,,,
[2005],,,
"3-20-2005 / Tokyo, Japan / Zepp Tokyo (MM-HLSC-1) (fab1) ",AUD,FLAC,
"7-22-2005 / Kansas City, MO / Starlight Theatre (Sony MZ-N707) (bec)",AUD,FLAC,
,,,
[2007],,,
"8-3-2007 / Dallas, TX / Nokia Theatre (AT943) (prof_peabody)",AUD,FLAC,
"12-5-2007 / Council Bluffs, IA / Mid-America Center (iRiber H140) (bec)",AUD,FLAC,
,,,
[2008],,,
"3-16-2008 / Saskatoon, SK / Credit Union Centre (Edirol R-09) (auriel)",AUD,FLAC,
,,,
[2011],,,
"10-17-2011 / Ottawa, Ontario / Scotiabank Place (Zoom H2) (bootlegottawa) ",AUD,FLAC,
,,,
[2013],,,
"11-5-2013 / New York, NY / Good Morning America",PRO,TS,
"11-8-2013 / New York, NY / ABC Studio TV-1 ",PRO,TS,
"11-12-2013 / Universal City, CA / Terrace Studios - Access Hollywood Live (Interview)",TV,TS,
"11-12-2013 / Universal City, CA / Universal Studios Stage 1 - Chelsea Lately (Interview)",TV,TS,
,,,
[2022],,,
"9-24-2022 / Las Vegas, NV / T-Mobile Arena - iHeartRadio Festival (HDTV)",TV,DVD,
,,,
[2024],,,
"5-30-2024 / Inglewood, CA / Kia Forum (DPA 4081) (faninor)",AUD,FLAC 24,
"6-21-2024 / Landgraaf, The Netherlands / Pinkpop",PRO,TS,
"6-30-2024 / Pilton, UK / Glastonbury Festival, Worthy Farm (1080p)",PRO,MKV,
,,,
,,,
[MISC],,,
Avril Lavigne - Do The Best ,Silver CD,FLAC,
Avril Lavigne - F**kin' Sk8er Girl {W.B. 065} (2003),Silver CD,FLAC,
Avril Lavigne - Sk8er Girl Live {SG211102} (2003) ,Silver CD,FLAC,
Avril Lavigne - Summer Sonic 2014 Tokyo (2014),Silver CD,FLAC,
Avril Lavigne - Summer Sonic 2014 Tokyo (PRO CDR),Silver CD,FLAC,
Avril Lavigne - The Bonez-Tour 2004 {AL270904} (2004) ,Silver CD,FLAC,
Avril Lavigne - Unprotected {N.W. 025} (2003),Silver CD,FLAC,
Avril Lavigne - Yokohama 2022 (PRO CDR),Silver CD,FLAC,
Avril Lavigne- Yokohama 2014 (PRO CDR),Silver CD,FLAC,
,,,
,,,
,,,
,,,
,,,
Band of Horses,Versions,File Type,
Drive - E,,,
,,,
,,,
[2006],,,
"6-30-2006 / Los Angeles, CA / The Echo (Sony WM-D6C) (steve hanna)",AUD,FLAC,
,,,
[2007],,,
"3-16-2007 / Asheville, NC / The Orange Peel (unk) ",SBD,FLAC,
"10-10-2007 / Hollywood, CA / Amoeba Music (SS-DSM6) (unk)",AUD,FLAC,
,,,
[2008],,,
"8-3-2008 /  Victoria, AUS / Billboard (franger)",FM,FLAC,
,,,
[2010],,,
"5-18-2010 / Newark, NJ / Prudential Center (Schoeps MK41) (unk)",AUD,FLAC,
"8-3-2010 / Melbourne, Australia / Billboard (M) (franger)",FM,FLAC,
"8-26-2010 / London, UK / Shepherd's Bush - Bush Hall (AT933) (humbug)",AUD,FLAC,
"8-30-2010 / Paris, France / Maison de Radio - Black Session",FM,FLAC,
"XX-XX-2010 / Santa Monica, CA / Live In Session On MBE",FM,FLAC,
,,,
[2012],,,
"8-15-2012 / Toronto, ON / Echo Beach (unk)",AUD,FLAC,
"8-25-2010 / Charlotte, NC / Time Warner Cable Uptown Ammphitheatre (CM-33s) (nsl)",AUD,FLAC,
"9-8-2012 / London, UK / BBC Session ",FM,MP2,
"9-12-2012 / Roma, Italy / RAI Studios - Moby Dick Radio",FM,FLAC,
"10-15-2012 / Santa Monica, CA / Live In Session On MBE - KCRW (nibbler)",FM,FLAC,
,,,
[2013],,,
"1-23-2013 / Sydney, AUS / Big Day Out (roman79)",FM,FLAC,
"1-23-2013 / Melbourne, AUS / Palais Theatre (CA-14s) (roman79) ",AUD,FLAC,
"4-12-2013 / Indio, CA / Coachella Festival  (CA-11s) (djdarkbeat)",AUD,FLAC,
,,,
[2014],,,
"10-25-2014 / Mountain View, CA / Shoreline Amphitheatre (Schoeps MK41s) (mttdxb)",AUD,FLAC,
"10-26-2014 /  Mountain View, CA / Shoreline Amphitheatre (Schoeps MK41s) (mttdxb)",AUD,FLAC,
,,,
[2015],,,
"7-16-2015 / Camden, NJ / Susquehana Bank Center (SP-CMC-2) (unk)",AUD,FLAC,
,,,
[2016],,,
"6-1-2016 / Hollywood, CA / Amoeba Music (AT831) (unk) ",AUD,FLAC,
"6-3-2016 / Santa Monica, CA / Live In Session MBE on KCRW",FM,FLAC,
"11-3-2016 / Toronto, ON / Rebel (AT831) (unk)",AUD,FLAC,
,,,
[2022],,,
"9-9-2022 / Cuyahoga Falls, OH / Blossom Music Center (Tascam DR-02) (unk)",AUD,FLAC,
"9-30-2022 / Salt Lake City, UT / Twilight Series at the Gallivan Center (CA-11) (opsopcopolis) ",AUD,FLAC 24,
,,,
[2024],,,
"2-1-2024 / Portsmouth, NH / The Music Hall (Zoom H1N) (unk)",AUD,FLAC,
"8-23-2024 / Raleigh, NC / Raleigh Memorial Auditorium",IEM,FLAC 24,
,,,
[2025],,,
"9-27-2025 / Las Vegas, NV / Bel-aire Backyard - WAV(M) (AT853) (unk) ",AUD,FLAC 24,
,,,
,,,
,,,
,,,
,,,
Ben Folds Five,Versions,File Type,
Drive - B,,,
,,,
,,,
[1995],,,
"10-6-1995 / Denver, CO / Mercury Cafe (Binaural mics) (marcr) ",AUD,FLAC,
,,,
[1996],,,
"1-18-1996 / Hoboken, NJ / Maxwell's (unk) ",AUD,FLAC,
,,,
[1997],,,
"4-24-1997 / Chicago, IL / The Metro *Transmissions From Jupiter",TV,DVD,
"6-25-1997 / New York, NY / Central Park SummerStage",AUD,FLAC,
"8-2-1997 / East Troy, WI / Alpine Valley (cps)",AUD,FLAC,
8-10-1997 / Saratoga NY / Saratoga Performing Arts Center - Horde Fest (Sony D7) (beerengineer),AUD,FLAC,
"11-6-1997 / New York, NY / The Supper Club",SBD,SHN,
"11-9-1997 / Philadelphia, PA / Electric Factory - DAT(M) (Gefell + M20) (unk)",AUD,FLAC,
"11-9-1997 / Philadelphia, PA / Electric Factory (Nak 300s) (lee schusterman + joey mutis) ",AUD,FLAC,
"11-28-1997 / San Francisco, CA / Fillmore - DAT(M) ",SBD,FLAC,
,,,
[1998],,,
"2-21-1998 / Philadelphia, PA / The Electric Factory",FM,FLAC,
"6-7-1998 / East Rutherford, NJ / Giants Stadium",AUD,FLAC,
,,,
[1999],,,
"6-11-1999 / Las Vegas, NV / House of Blues - DAT(M) (ECM-12) (luke freteluco)",AUD,FLAC,
"9-10-1999 / Tokyo, Japan / International Forum *Freaking Out (DVD audio)",SBD,FLAC,
"9-10-1999 / Tokyo, Japan / International Forum *Freaking Out",PRO,DVD,
,,,
[2008],,,
"9-18-2008 / Chapel Hill, NC / Memorial Hall - The Unauthorized Biography Of Reinhold Messner Live Reunion - MySpace Front To Back ",PRO,DVD,
,,,
[2012],,,
"6-2-2012 / Hunter, NY / Mountain Jam",AUD,FLAC,
"9-17-2012 / Nashville, TN / Ryman Auditorium (Edirol R09) ",AUD,FLAC,
,,,
[MISC],,,
Ben Folds Five - Complete Sessions at West 54th - 2001,Official,MKV,
Ben Folds Five - Playlist - The Very Best Of Ben Folds Five,Official,FLAC,
Ben Folds Five - Rare,,FLAC,
Ben Folds Five - Rare 2 + EXTRA,,FLAC + MP4,
Ben Folds Five - Beginnings,,FLAC,
Ben Folds Five - Uncut (VH1),TV,DVD,
,,,
,,,
,,,
,,,
,,,
